frame,obj_id,dist_gt,dist_pred,error_pct,iou
15,2,56.197,179.664,219.7,0.69
17,2,53.893,179.664,233.37,0.79
19,2,51.589,122.889,138.21,0.74
22,2,48.133,86.459,79.62,0.86
25,2,44.677,75.299,68.54,0.85
26,2,43.525,59.848,37.5,0.75
27,2,42.373,51.865,22.4,0.69
28,2,41.221,51.865,25.82,0.79
29,2,40.118,51.865,29.28,0.85
30,2,39.015,49.658,27.28,0.83
31,2,37.912,49.658,30.98,0.85
33,2,35.767,49.658,38.84,0.81
34,2,34.694,49.658,43.13,0.82
35,2,33.622,49.658,47.7,0.83
36,2,32.549,49.658,52.56,0.88
37,2,31.502,49.658,57.63,0.87
38,2,30.455,49.658,63.05,0.91
39,2,29.408,49.658,68.86,0.92
40,2,28.361,49.613,74.93,0.92
41,2,27.314,49.085,79.71,0.88
42,2,26.352,48.322,83.37,0.86
60,10,18.93,24.058,27.09,0.86
61,10,18.288,22.656,23.88,0.75
62,10,17.646,22.656,28.39,0.69
63,10,17.121,22.224,29.81,0.75
64,10,16.596,21.023,26.67,0.84
65,10,16.071,19.285,20.0,0.81
66,10,15.546,18.972,22.03,0.74
67,10,15.093,18.374,21.74,0.79
68,10,14.64,18.374,25.5,0.63
69,10,14.187,17.285,21.83,0.67
70,10,13.734,18.248,32.87,0.62
71,10,13.281,17.811,34.11,0.72
72,10,12.828,17.37,35.4,0.65
73,10,12.477,16.955,35.89,0.62
74,10,12.125,16.564,36.61,0.71
75,10,11.774,16.124,36.95,0.79
75,18,10.681,10.371,2.91,0.85
76,10,11.422,15.784,38.18,0.77
76,18,9.582,9.602,0.22,0.81
77,10,11.159,15.395,37.96,0.81
77,18,9.301,9.602,3.24,0.78
78,18,9.021,9.447,4.73,0.79
79,18,8.895,9.223,3.68,0.77
80,18,8.77,9.079,3.52,0.7
81,18,8.645,9.151,5.85,0.74
82,18,8.52,9.151,7.4,0.87
83,18,8.395,9.371,11.63,0.82
84,18,8.27,9.223,11.52,0.81
85,18,8.145,8.981,10.27,0.77
86,18,8.111,8.963,10.49,0.82
87,18,8.078,8.923,10.46,0.92
88,18,8.045,8.851,10.02,0.89
89,18,8.012,8.79,9.71,0.93
90,18,7.979,8.738,9.51,0.79
91,18,8.603,8.678,0.87,0.89
92,18,7.912,8.627,9.04,0.9
93,18,8.594,8.598,0.05,0.88
94,18,8.589,8.615,0.3,0.81
95,18,7.901,8.644,9.41,0.78
96,18,7.897,8.641,9.42,0.93
97,18,7.894,8.624,9.25,0.86
98,18,7.89,8.595,8.94,0.91
99,18,7.886,8.584,8.85,0.86
100,18,7.883,8.568,8.69,0.84
101,18,7.879,8.553,8.56,0.91
102,18,7.875,8.569,8.81,0.73
103,18,7.872,8.555,8.68,0.83
104,18,7.872,8.549,8.6,0.8
105,18,7.873,8.544,8.53,0.7
106,18,7.874,8.519,8.2,0.77
120,37,39.134,75.299,92.41,0.85
123,37,41.687,80.494,93.09,0.86
124,37,42.539,86.459,103.25,0.85
125,37,43.497,80.494,85.06,0.83
126,37,44.455,86.459,94.49,0.84
127,37,45.413,93.38,105.62,0.91
127,33,11.51,11.726,1.87,0.74
128,37,46.371,101.504,118.9,0.92
128,33,11.508,11.059,3.9,0.7
129,37,47.328,111.178,134.91,0.76
129,33,11.506,11.165,2.97,0.7
130,37,48.283,111.178,130.26,0.75
130,33,11.504,11.609,0.91,0.69
131,37,49.238,122.889,149.58,0.74
131,33,11.502,11.966,4.04,0.69
132,37,50.192,122.889,144.83,0.73
132,33,11.5,11.495,0.04,0.72
133,33,11.498,11.495,0.03,0.57
134,33,11.496,11.726,2.0,0.67
135,33,11.494,11.845,3.05,0.58
136,33,11.492,12.346,7.44,0.58
137,33,11.49,11.85,3.14,0.64
138,33,11.487,11.97,4.2,0.73
139,33,11.48,12.089,5.31,0.71
140,33,11.473,12.195,6.3,0.62
141,33,11.465,12.303,7.31,0.73
142,33,11.458,12.398,8.21,0.86
