frame,obj_id,dist_gt,dist_pred,error_pct,iou
0,1,5.924,6.61,11.58,0.93
0,2,6.816,7.964,16.83,0.8
1,1,5.882,6.56,11.54,0.86
1,2,6.742,7.821,16.01,0.79
2,1,5.825,6.618,13.62,0.79
2,2,6.668,7.775,16.61,0.84
3,1,5.769,6.613,14.63,0.66
3,2,6.594,7.462,13.17,0.75
4,1,5.712,6.441,12.75,0.73
4,2,6.519,7.332,12.47,0.92
5,1,5.668,6.385,12.65,0.77
5,2,6.445,7.112,10.35,0.93
6,1,5.624,6.344,12.8,0.75
6,2,6.41,6.958,8.55,0.95
7,1,5.554,6.353,14.4,0.77
7,2,6.375,6.908,8.36,0.83
8,1,5.483,6.265,14.26,0.86
8,2,6.34,6.891,8.69,0.83
9,1,5.413,6.214,14.81,0.74
9,2,6.305,6.805,7.93,0.76
10,1,5.343,6.176,15.59,0.79
10,2,6.27,6.83,8.93,0.8
11,1,5.27,6.185,17.36,0.77
11,2,6.192,6.785,9.59,0.8
12,1,5.197,6.188,19.05,0.74
12,2,6.091,6.719,10.3,0.67
13,1,5.125,6.189,20.76,0.72
13,2,5.991,6.646,10.94,0.75
14,1,5.052,6.189,22.5,0.72
14,2,5.89,6.475,9.93,0.78
15,1,5.014,6.189,23.43,0.76
15,2,5.789,6.373,10.08,0.84
16,1,4.976,6.189,24.37,0.85
16,2,5.689,6.317,11.04,0.82
17,1,4.938,6.167,24.89,0.84
17,2,5.588,6.276,12.31,0.81
18,1,4.87,6.182,26.94,0.79
18,2,5.487,6.24,13.71,0.76
19,1,4.8,6.209,29.36,0.78
19,2,5.387,6.25,16.03,0.79
19,10,22.875,66.69,191.54,0.66
20,1,4.733,6.196,30.89,0.84
20,2,5.286,6.254,18.31,0.83
20,10,22.736,61.967,172.55,0.62
21,1,4.648,6.191,33.19,0.88
21,2,5.214,6.233,19.54,0.75
21,10,22.596,62.707,177.51,0.69
22,1,4.563,6.19,35.64,0.84
22,2,5.142,6.204,20.65,0.67
22,6,6.898,8.074,17.05,0.68
23,1,4.478,6.189,38.21,0.69
23,2,5.07,6.216,22.61,0.52
23,6,6.852,8.037,17.29,0.88
24,1,4.994,6.211,24.37,0.54
24,2,4.393,6.22,41.58,0.54
24,6,6.806,7.845,15.27,0.83
24,10,22.139,60.771,174.5,0.83
25,1,4.308,6.219,44.34,0.63
25,2,4.919,6.2,26.03,0.59
26,1,4.235,6.221,46.91,0.78
27,1,4.161,6.2,49.01,0.77
27,8,6.014,7.18,19.37,0.8
27,6,6.632,7.748,16.83,0.75
28,1,4.087,6.193,51.53,0.69
28,8,5.939,7.092,19.42,0.88
28,6,6.551,7.649,16.77,0.82
29,8,5.864,6.951,18.55,0.81
29,6,6.469,7.454,15.23,0.89
30,8,5.788,6.798,17.45,0.78
30,6,6.388,7.33,14.74,0.84
30,12,20.892,54.279,159.81,0.63
30,7,5.653,6.393,13.09,0.78
31,8,5.713,6.547,14.6,0.83
31,6,6.307,7.229,14.63,0.67
31,7,5.77,6.301,9.21,0.94
32,8,5.642,6.564,16.35,0.81
32,6,6.231,7.108,14.07,0.7
32,7,5.886,6.293,6.91,0.84
33,8,5.571,6.57,17.94,0.75
33,6,6.156,6.957,13.0,0.85
33,7,6.003,6.429,7.1,0.68
34,8,5.5,6.475,17.73,0.83
34,6,6.081,6.774,11.39,0.85
34,7,6.12,6.549,7.01,0.85
35,8,5.429,6.396,17.82,0.89
35,6,6.006,6.564,9.3,0.89
35,7,6.16,6.614,7.38,0.82
36,8,5.358,6.325,18.05,0.82
36,6,5.93,6.521,9.96,0.86
36,7,6.259,6.765,8.08,0.86
